id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
27994,married,sometimes,no,3.0,school_bus,< 5,male,group B,master's degree,standard,none,63,68,66
27995,single,regularly,yes,1.0,school_bus,< 5,male,group C,some high school,free/reduced,none,51,51,48
27996,married,regularly,yes,3.0,private,< 5,male,group E,some high school,standard,none,91,84,82
27997,married,regularly,yes,3.0,school_bus,> 10,female,group C,some college,free/reduced,completed,49,63,63
27998,divorced,regularly,no,5.0,private,5 - 10,male,group E,master's degree,standard,none,93,88,81
27999,married,sometimes,yes,1.0,,5 - 10,female,group B,master's degree,free/reduced,none,63,76,76
28000,divorced,never,yes,1.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,none,78,98,93
28001,married,sometimes,yes,6.0,school_bus,5 - 10,male,group E,some high school,standard,none,86,81,72
28002,married,sometimes,yes,2.0,school_bus,5 - 10,female,group E,some high school,standard,none,69,64,68
28003,divorced,regularly,no,3.0,private,5 - 10,male,group D,some high school,standard,none,70,67,68
28004,married,regularly,no,1.0,private,5 - 10,male,group B,some high school,free/reduced,completed,66,62,63
28005,married,regularly,yes,0.0,school_bus,5 - 10,male,group A,master's degree,standard,none,64,50,49
28006,single,sometimes,yes,,,5 - 10,male,group C,associate's degree,free/reduced,none,83,79,75
28007,married,sometimes,no,2.0,school_bus,< 5,male,group E,some high school,standard,completed,81,73,74
28008,single,never,yes,3.0,school_bus,> 10,male,group D,some college,standard,none,86,87,81
28009,married,sometimes,no,1.0,private,5 - 10,female,group A,some high school,free/reduced,completed,62,72,71
28010,married,never,no,2.0,school_bus,5 - 10,male,group D,associate's degree,standard,none,76,66,62
28011,married,sometimes,yes,0.0,,5 - 10,female,group C,associate's degree,standard,none,61,65,69
28012,,sometimes,no,3.0,,< 5,male,group E,high school,free/reduced,none,61,53,49
28013,divorced,regularly,yes,2.0,private,5 - 10,male,group E,some college,standard,completed,66,56,54
28014,married,sometimes,yes,5.0,private,5 - 10,female,group A,associate's degree,standard,none,61,70,69
28015,single,sometimes,no,2.0,private,< 5,female,group D,associate's degree,free/reduced,none,62,62,65
28016,married,sometimes,yes,2.0,private,5 - 10,female,group D,some high school,free/reduced,none,40,49,48
28017,married,regularly,no,,school_bus,5 - 10,female,group C,associate's degree,standard,none,71,85,87
28018,married,sometimes,yes,0.0,school_bus,5 - 10,female,group E,associate's degree,free/reduced,none,79,87,77
28019,single,sometimes,yes,4.0,private,5 - 10,male,group E,some college,free/reduced,none,65,50,40
28020,married,sometimes,yes,1.0,private,< 5,female,group C,associate's degree,free/reduced,none,23,43,42
28021,married,sometimes,no,2.0,school_bus,< 5,female,group D,associate's degree,standard,none,91,97,97
28022,single,sometimes,yes,1.0,school_bus,5 - 10,female,group B,some college,standard,none,72,71,67
28023,married,sometimes,no,2.0,school_bus,5 - 10,female,group D,high school,free/reduced,none,42,52,54
28024,married,never,yes,0.0,private,5 - 10,female,group C,master's degree,standard,completed,90,96,100
28025,married,regularly,no,2.0,private,,male,group D,high school,free/reduced,none,49,46,50
28026,married,sometimes,yes,2.0,private,> 10,female,group D,some college,free/reduced,none,54,75,72
28027,married,regularly,yes,,private,5 - 10,male,group D,high school,free/reduced,completed,74,75,79
28028,divorced,never,yes,2.0,private,> 10,male,group B,some college,standard,none,60,57,59
28029,divorced,regularly,yes,2.0,,5 - 10,male,group E,some high school,free/reduced,completed,86,79,80
28030,single,sometimes,no,2.0,school_bus,5 - 10,female,group C,associate's degree,standard,completed,62,73,78
28031,single,regularly,yes,2.0,private,5 - 10,male,group D,bachelor's degree,free/reduced,none,53,58,53
28032,married,sometimes,yes,,private,5 - 10,male,group C,high school,standard,none,62,58,58
28033,single,regularly,no,2.0,school_bus,< 5,male,group B,high school,standard,completed,65,62,56
28034,married,sometimes,yes,3.0,school_bus,5 - 10,male,group E,high school,free/reduced,completed,93,84,78
28035,divorced,regularly,yes,2.0,,< 5,male,group C,some high school,standard,none,37,41,38
28036,married,sometimes,yes,2.0,private,< 5,male,group C,some college,standard,none,63,73,66
28037,married,regularly,yes,3.0,school_bus,5 - 10,male,group D,some high school,standard,none,68,78,69
28038,married,sometimes,yes,1.0,school_bus,5 - 10,female,group D,bachelor's degree,free/reduced,completed,85,97,100
28039,,regularly,yes,0.0,school_bus,5 - 10,male,group E,some college,free/reduced,none,63,56,59
28040,married,sometimes,yes,,school_bus,,female,group C,high school,standard,completed,61,81,76
28041,married,regularly,no,1.0,,< 5,female,group A,some college,free/reduced,completed,30,46,43
28042,single,regularly,yes,2.0,,5 - 10,male,group E,some college,standard,none,86,86,73
28043,married,regularly,no,2.0,private,5 - 10,male,group D,some high school,standard,completed,98,91,89
28044,single,sometimes,yes,2.0,private,5 - 10,female,group D,some high school,standard,completed,80,90,94
28045,single,sometimes,no,3.0,private,< 5,female,group D,some college,standard,completed,61,72,70
28046,married,sometimes,yes,3.0,school_bus,5 - 10,female,group B,some college,free/reduced,completed,65,84,81
28047,single,regularly,yes,3.0,private,5 - 10,male,group E,some college,free/reduced,none,70,67,66
28048,single,sometimes,yes,4.0,private,,male,group C,some high school,standard,completed,66,62,61
28049,divorced,never,yes,1.0,,5 - 10,male,group B,some college,free/reduced,none,80,77,70
28050,single,sometimes,yes,3.0,private,< 5,female,group C,bachelor's degree,free/reduced,none,73,92,88
28051,divorced,regularly,yes,4.0,school_bus,5 - 10,male,group C,some college,standard,none,44,45,40
28052,widowed,sometimes,yes,3.0,private,< 5,male,group B,associate's degree,free/reduced,completed,64,63,59
28053,married,sometimes,yes,5.0,school_bus,5 - 10,female,group A,high school,standard,completed,31,45,54
28054,married,sometimes,no,1.0,school_bus,> 10,female,group B,some college,free/reduced,completed,25,40,44
28055,single,sometimes,yes,1.0,private,< 5,male,group C,master's degree,standard,completed,60,62,58
28056,married,sometimes,no,1.0,school_bus,,female,group C,some high school,free/reduced,completed,52,66,64
28057,married,never,no,,school_bus,> 10,female,group C,some college,free/reduced,completed,67,81,76
28058,divorced,sometimes,yes,2.0,school_bus,> 10,male,group D,master's degree,standard,none,82,74,77
28059,single,regularly,yes,2.0,school_bus,5 - 10,male,group B,some college,standard,none,82,76,75
28060,married,sometimes,yes,2.0,school_bus,5 - 10,male,group D,high school,free/reduced,none,33,33,32
28061,married,regularly,yes,0.0,private,< 5,male,group B,associate's degree,standard,completed,97,99,99
28062,married,sometimes,yes,3.0,school_bus,> 10,male,group C,some high school,free/reduced,completed,73,70,68
28063,married,regularly,yes,3.0,private,5 - 10,female,group C,high school,standard,none,46,62,61
28064,married,sometimes,yes,1.0,private,5 - 10,male,group C,some high school,standard,completed,78,78,78
28065,married,sometimes,yes,2.0,school_bus,5 - 10,female,group C,some high school,standard,none,82,85,86
28066,married,regularly,yes,1.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,none,43,40,42
28067,married,regularly,yes,3.0,private,< 5,female,group C,associate's degree,standard,none,67,84,78
28068,divorced,never,yes,1.0,school_bus,< 5,male,group C,master's degree,standard,completed,80,78,81
28069,married,regularly,yes,2.0,school_bus,5 - 10,male,group B,associate's degree,standard,none,86,96,89
28070,divorced,sometimes,yes,3.0,private,5 - 10,female,group D,associate's degree,standard,none,86,88,98
28071,single,sometimes,yes,3.0,school_bus,< 5,female,group C,high school,free/reduced,completed,40,47,50
28072,married,sometimes,yes,4.0,school_bus,< 5,male,group C,some high school,free/reduced,none,34,19,20
28073,married,regularly,no,1.0,school_bus,5 - 10,male,group C,high school,standard,completed,54,47,46
28074,married,never,no,,,< 5,female,group C,some college,free/reduced,none,54,64,63
28075,single,regularly,no,4.0,private,5 - 10,male,group D,bachelor's degree,standard,completed,94,89,94
28076,,regularly,yes,2.0,school_bus,5 - 10,male,group A,some college,free/reduced,completed,46,45,48
28077,single,regularly,no,7.0,private,5 - 10,female,group C,some college,standard,none,78,86,84
28078,married,sometimes,yes,0.0,school_bus,< 5,female,group C,some high school,standard,completed,48,65,65
28079,single,regularly,no,3.0,private,> 10,female,group A,associate's degree,standard,none,59,59,57
28080,married,regularly,yes,1.0,school_bus,5 - 10,female,group B,associate's degree,standard,none,63,76,78
28081,married,regularly,yes,2.0,school_bus,5 - 10,male,group E,bachelor's degree,standard,none,100,86,87
28082,married,sometimes,yes,2.0,private,< 5,female,group D,some high school,standard,none,56,75,70
28083,divorced,regularly,no,3.0,school_bus,5 - 10,male,group C,bachelor's degree,standard,completed,96,91,90
28084,married,sometimes,no,1.0,school_bus,5 - 10,female,group C,some college,standard,none,69,75,76
28085,single,sometimes,yes,2.0,school_bus,5 - 10,male,group B,high school,free/reduced,completed,37,36,41
28086,married,sometimes,no,3.0,school_bus,< 5,male,group B,some high school,free/reduced,completed,50,43,46
28087,divorced,sometimes,yes,3.0,private,> 10,female,group C,master's degree,standard,none,98,100,100
28088,married,regularly,yes,1.0,school_bus,> 10,male,group C,high school,standard,none,74,79,75
28089,married,sometimes,no,1.0,private,< 5,male,group B,some high school,standard,none,61,55,52
28090,single,sometimes,no,3.0,school_bus,5 - 10,male,group D,high school,free/reduced,none,56,62,58
28091,married,regularly,yes,3.0,school_bus,< 5,male,group C,master's degree,standard,completed,96,94,93
28092,single,sometimes,no,2.0,school_bus,< 5,male,group E,some college,free/reduced,none,91,78,75
28093,single,regularly,yes,1.0,private,> 10,male,group C,high school,standard,none,77,68,70
28094,single,never,yes,2.0,,5 - 10,male,group C,some college,standard,none,84,69,67
28095,single,sometimes,yes,0.0,school_bus,< 5,male,group C,associate's degree,free/reduced,none,82,82,83
28096,married,regularly,yes,3.0,,5 - 10,male,group D,associate's degree,standard,none,78,79,72
28097,single,sometimes,yes,4.0,school_bus,5 - 10,male,group D,high school,free/reduced,none,59,63,56
28098,married,regularly,yes,4.0,private,5 - 10,male,group C,some high school,standard,none,54,55,44
28099,married,never,no,1.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,completed,67,76,74
28100,single,sometimes,yes,,school_bus,,male,group D,high school,free/reduced,none,55,54,50
28101,married,sometimes,yes,1.0,,5 - 10,male,group B,some college,standard,none,69,60,58
28102,married,sometimes,yes,4.0,private,5 - 10,female,group B,high school,standard,none,72,73,75
28103,widowed,regularly,yes,0.0,school_bus,> 10,female,group D,bachelor's degree,standard,none,84,79,85
28104,divorced,regularly,yes,1.0,school_bus,5 - 10,female,group E,some college,standard,none,73,75,76
28105,single,sometimes,yes,1.0,school_bus,5 - 10,male,group E,some high school,standard,none,79,82,69
28106,single,sometimes,yes,0.0,school_bus,5 - 10,female,group D,high school,standard,none,52,54,61
28107,married,never,yes,3.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,none,69,83,77
28108,widowed,regularly,yes,2.0,,< 5,male,group D,high school,free/reduced,none,55,53,47
28109,married,sometimes,yes,1.0,school_bus,5 - 10,male,group B,high school,free/reduced,completed,65,70,67
28110,widowed,sometimes,no,5.0,private,5 - 10,female,group D,master's degree,standard,none,30,47,41
28111,divorced,regularly,yes,2.0,school_bus,5 - 10,female,group C,high school,standard,completed,84,91,87
28112,married,sometimes,yes,1.0,school_bus,5 - 10,female,group B,master's degree,standard,none,88,93,93
28113,single,sometimes,yes,2.0,school_bus,,male,group A,some high school,standard,completed,71,70,66
28114,divorced,sometimes,yes,3.0,private,5 - 10,male,group D,some college,free/reduced,completed,58,46,49
28115,married,sometimes,yes,2.0,,< 5,female,group D,bachelor's degree,free/reduced,completed,72,85,85
28116,,regularly,yes,0.0,school_bus,5 - 10,male,group D,some college,free/reduced,none,69,63,61
28117,married,never,yes,1.0,private,< 5,male,group D,some college,free/reduced,none,74,77,78
28118,married,sometimes,yes,5.0,school_bus,5 - 10,female,group D,master's degree,standard,none,79,78,81
28119,married,sometimes,yes,3.0,school_bus,5 - 10,female,group C,high school,standard,none,51,66,59
28120,married,sometimes,no,1.0,school_bus,< 5,female,group C,associate's degree,standard,completed,57,78,76
28121,married,sometimes,yes,3.0,school_bus,> 10,male,group C,some college,free/reduced,completed,69,69,72
28122,,regularly,yes,0.0,school_bus,5 - 10,female,group B,some college,standard,completed,72,83,89
28123,single,sometimes,yes,2.0,private,5 - 10,male,group B,associate's degree,standard,completed,63,62,65
28124,single,sometimes,,2.0,school_bus,5 - 10,male,group B,some high school,free/reduced,none,48,54,46
28125,married,regularly,yes,0.0,school_bus,5 - 10,female,group B,high school,free/reduced,none,36,48,44
28126,single,sometimes,no,1.0,private,5 - 10,male,group C,associate's degree,free/reduced,none,51,47,38
28127,divorced,sometimes,yes,3.0,private,> 10,female,group E,some high school,free/reduced,completed,68,81,85
28128,single,sometimes,yes,0.0,private,< 5,female,group C,some college,standard,none,77,84,79
28129,married,regularly,yes,3.0,school_bus,< 5,female,group D,associate's degree,free/reduced,none,76,76,85
28130,married,sometimes,yes,0.0,private,5 - 10,male,group D,some college,standard,none,87,97,88
28131,,sometimes,yes,2.0,private,> 10,male,group B,some high school,free/reduced,none,42,50,44
28132,married,sometimes,,3.0,,5 - 10,male,group D,some high school,free/reduced,none,50,48,46
28133,married,regularly,no,4.0,,> 10,male,group E,some college,standard,none,95,78,75
28134,married,sometimes,no,1.0,school_bus,> 10,female,group C,some high school,free/reduced,none,47,59,55
28135,single,sometimes,yes,1.0,private,< 5,male,group C,some high school,standard,completed,73,67,71
28136,divorced,sometimes,yes,2.0,private,5 - 10,female,group A,bachelor's degree,standard,none,79,92,92
28137,divorced,sometimes,yes,3.0,school_bus,5 - 10,male,group D,some college,standard,none,62,56,49
28138,married,regularly,no,3.0,,5 - 10,male,group A,master's degree,standard,none,66,67,63
28139,married,regularly,no,3.0,school_bus,5 - 10,female,group C,associate's degree,standard,none,73,79,81
28140,single,regularly,yes,1.0,school_bus,5 - 10,female,group A,master's degree,free/reduced,completed,66,78,72
28141,married,sometimes,yes,1.0,private,< 5,male,group C,associate's degree,standard,none,89,86,90
28142,single,regularly,no,3.0,private,< 5,male,group C,high school,free/reduced,completed,49,54,51
28143,married,sometimes,no,7.0,school_bus,5 - 10,female,group B,associate's degree,standard,none,58,61,56
28144,married,sometimes,no,1.0,school_bus,< 5,female,group B,master's degree,free/reduced,completed,50,62,66
28145,married,regularly,yes,0.0,school_bus,> 10,female,group D,master's degree,standard,completed,53,60,65
28146,single,sometimes,no,3.0,school_bus,> 10,male,group C,some college,free/reduced,completed,46,54,53
28147,married,regularly,yes,2.0,private,5 - 10,female,group C,high school,standard,completed,93,97,91
28148,divorced,sometimes,yes,1.0,school_bus,5 - 10,female,group B,some high school,standard,none,69,67,70
28149,divorced,sometimes,yes,2.0,private,< 5,male,group E,associate's degree,standard,none,68,62,56
28150,divorced,sometimes,no,6.0,private,5 - 10,male,group B,bachelor's degree,free/reduced,none,40,32,38
28151,married,never,yes,0.0,private,5 - 10,female,group D,some high school,standard,none,83,79,84
28152,single,never,yes,2.0,private,,female,group B,associate's degree,standard,completed,72,87,86
28153,single,regularly,yes,,school_bus,> 10,male,group B,high school,standard,none,71,61,63
28154,married,sometimes,yes,2.0,school_bus,5 - 10,female,group D,some high school,free/reduced,none,61,70,66
28155,single,regularly,yes,3.0,school_bus,5 - 10,male,group C,some high school,free/reduced,none,68,68,66
28156,married,sometimes,yes,1.0,private,< 5,male,group D,associate's degree,standard,completed,67,67,68
28157,single,sometimes,yes,1.0,school_bus,< 5,male,group D,bachelor's degree,standard,completed,76,75,75
28158,single,regularly,,1.0,,5 - 10,female,group E,some college,free/reduced,completed,51,64,68
28159,married,sometimes,yes,3.0,school_bus,5 - 10,female,group D,some college,standard,completed,77,83,89
28160,,sometimes,yes,3.0,school_bus,5 - 10,female,group D,high school,standard,completed,56,72,74
28161,married,sometimes,yes,3.0,school_bus,< 5,male,group D,high school,standard,none,62,57,48
28162,married,regularly,yes,5.0,,< 5,female,group E,associate's degree,standard,none,84,85,82
28163,married,regularly,yes,2.0,school_bus,< 5,female,group B,some high school,standard,none,55,62,61
28164,married,regularly,yes,3.0,school_bus,5 - 10,female,group A,some high school,free/reduced,none,46,54,54
28165,divorced,sometimes,no,7.0,private,> 10,female,group D,high school,standard,none,76,76,80
28166,married,sometimes,no,1.0,private,5 - 10,male,group D,some high school,standard,none,57,64,57
28167,married,sometimes,yes,3.0,school_bus,< 5,female,group B,some high school,free/reduced,completed,40,54,57
28168,single,regularly,yes,2.0,,5 - 10,male,group C,some high school,standard,completed,59,59,54
28169,married,regularly,yes,0.0,school_bus,5 - 10,male,group B,associate's degree,standard,none,59,64,58
28170,married,,no,,school_bus,5 - 10,female,group C,associate's degree,standard,none,66,67,68
28171,married,regularly,yes,2.0,private,< 5,female,group B,associate's degree,free/reduced,none,70,76,71
28172,married,sometimes,no,3.0,private,5 - 10,female,group A,some college,standard,none,64,69,77
28173,single,regularly,yes,1.0,,5 - 10,male,group A,high school,standard,completed,74,65,69
28174,married,regularly,,3.0,school_bus,< 5,male,group D,some high school,standard,none,87,77,79
28175,divorced,regularly,yes,2.0,school_bus,< 5,female,group E,some high school,free/reduced,none,56,57,52
28176,,sometimes,yes,3.0,school_bus,5 - 10,male,group A,high school,free/reduced,completed,44,44,45
28177,married,regularly,yes,2.0,private,> 10,female,group E,high school,standard,none,68,79,75
28178,married,never,no,2.0,school_bus,> 10,female,group B,high school,free/reduced,none,52,69,69
28179,married,sometimes,yes,2.0,private,> 10,male,group E,master's degree,standard,none,81,79,75
28180,married,sometimes,yes,4.0,private,< 5,male,group D,associate's degree,standard,none,93,74,79
28181,married,sometimes,yes,,private,5 - 10,male,group D,high school,free/reduced,none,70,64,61
28182,married,never,yes,6.0,school_bus,,female,group E,associate's degree,free/reduced,none,60,65,60
28183,single,never,yes,3.0,private,5 - 10,female,group B,bachelor's degree,standard,none,57,63,66
28184,widowed,,no,1.0,private,> 10,female,group E,bachelor's degree,free/reduced,completed,64,63,65
28185,married,sometimes,,1.0,,< 5,female,group B,some college,standard,none,61,65,60
28186,married,sometimes,,,private,5 - 10,female,group D,associate's degree,standard,completed,94,100,100
28187,married,sometimes,yes,3.0,,5 - 10,female,group B,some college,standard,none,79,98,93
28188,married,regularly,yes,2.0,school_bus,5 - 10,female,group A,associate's degree,free/reduced,completed,56,77,75
28189,married,regularly,yes,4.0,school_bus,5 - 10,male,group D,some college,standard,none,55,39,44
28190,married,sometimes,yes,3.0,school_bus,> 10,male,group C,some high school,standard,completed,58,57,55
28191,single,sometimes,yes,3.0,,5 - 10,female,group D,some college,standard,none,50,63,64
28192,married,sometimes,yes,0.0,private,< 5,female,group B,some high school,standard,none,88,96,91
28193,single,never,yes,0.0,private,< 5,male,group C,bachelor's degree,free/reduced,none,52,47,50
28194,married,never,yes,3.0,school_bus,5 - 10,female,group C,high school,standard,completed,40,56,56
28195,married,sometimes,yes,3.0,private,< 5,female,group D,some high school,standard,none,61,67,72
28196,married,sometimes,yes,4.0,private,< 5,male,group D,some college,standard,none,85,67,73
28197,single,never,no,2.0,school_bus,> 10,female,group C,some high school,standard,none,57,68,67
28198,married,never,yes,2.0,,> 10,male,group B,some college,standard,none,83,78,69
28199,married,sometimes,yes,1.0,school_bus,5 - 10,male,group D,associate's degree,free/reduced,completed,62,64,66
28200,married,sometimes,,3.0,school_bus,5 - 10,female,group C,high school,free/reduced,none,57,80,75
28201,single,sometimes,yes,1.0,private,5 - 10,male,group D,associate's degree,free/reduced,none,64,71,72
28202,single,regularly,yes,2.0,school_bus,5 - 10,female,group B,associate's degree,standard,none,88,93,89
28203,married,sometimes,yes,5.0,school_bus,< 5,female,group D,associate's degree,standard,completed,75,77,78
28204,divorced,sometimes,yes,3.0,school_bus,> 10,female,group C,some college,free/reduced,none,61,60,68
28205,married,sometimes,yes,1.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,completed,55,59,65
28206,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,bachelor's degree,free/reduced,none,61,64,61
28207,married,sometimes,yes,2.0,private,5 - 10,female,group C,some high school,standard,completed,50,66,62
28208,divorced,regularly,yes,1.0,private,5 - 10,female,group D,associate's degree,free/reduced,completed,76,95,98
28209,divorced,sometimes,yes,2.0,school_bus,5 - 10,female,group E,some college,standard,none,79,87,81
28210,single,sometimes,,2.0,private,> 10,female,group C,some high school,free/reduced,none,46,52,48
28211,single,regularly,yes,3.0,private,> 10,female,group D,some college,free/reduced,none,70,91,81
28212,widowed,sometimes,no,3.0,school_bus,5 - 10,female,group D,some high school,standard,completed,86,97,98
28213,widowed,sometimes,no,5.0,school_bus,> 10,female,group D,bachelor's degree,standard,none,84,89,90
28214,married,sometimes,yes,2.0,school_bus,< 5,male,group C,associate's degree,standard,none,77,72,71
28215,married,sometimes,no,3.0,school_bus,5 - 10,female,group A,associate's degree,standard,none,49,61,63
28216,single,sometimes,yes,6.0,,5 - 10,male,group D,associate's degree,standard,none,74,65,68
28217,married,never,yes,3.0,school_bus,> 10,female,group E,some college,standard,completed,89,100,99
28218,single,sometimes,yes,1.0,school_bus,5 - 10,male,group E,some college,free/reduced,completed,72,74,73
28219,single,sometimes,no,,private,5 - 10,male,group D,associate's degree,standard,completed,92,90,87
28220,divorced,sometimes,yes,2.0,,5 - 10,male,group C,associate's degree,free/reduced,completed,50,60,54
28221,divorced,regularly,yes,,school_bus,,female,group C,bachelor's degree,free/reduced,none,61,79,80
28222,married,sometimes,yes,1.0,private,> 10,female,group E,associate's degree,free/reduced,completed,68,83,77
28223,married,sometimes,yes,3.0,school_bus,5 - 10,female,group C,some college,standard,none,52,73,64
28224,married,sometimes,yes,3.0,school_bus,< 5,female,group E,high school,standard,completed,73,68,76
28225,married,regularly,yes,3.0,school_bus,5 - 10,male,group A,some high school,standard,none,82,65,64
28226,married,sometimes,yes,0.0,private,5 - 10,female,group D,high school,free/reduced,none,45,58,54
28227,married,regularly,no,1.0,school_bus,5 - 10,male,group C,some high school,standard,none,72,76,67
28228,married,regularly,yes,2.0,school_bus,> 10,male,group E,bachelor's degree,standard,none,80,71,68
28229,divorced,regularly,no,1.0,school_bus,> 10,male,group D,high school,free/reduced,none,49,42,38
28230,married,never,yes,1.0,school_bus,> 10,male,group D,associate's degree,standard,none,84,78,75
28231,single,sometimes,yes,4.0,,< 5,male,group B,some high school,free/reduced,completed,76,84,80
28232,married,regularly,yes,1.0,school_bus,5 - 10,female,group D,associate's degree,free/reduced,none,81,88,88
28233,married,sometimes,no,1.0,school_bus,< 5,male,group C,some college,free/reduced,none,57,59,54
28234,married,regularly,,2.0,school_bus,< 5,female,group D,master's degree,free/reduced,none,47,42,48
28235,single,never,no,3.0,school_bus,< 5,male,group E,associate's degree,free/reduced,none,60,57,55
28236,married,sometimes,yes,1.0,private,5 - 10,female,group B,high school,standard,none,54,56,52
28237,married,regularly,no,1.0,school_bus,5 - 10,male,group B,associate's degree,standard,none,41,35,30
28238,widowed,sometimes,no,,,< 5,male,group B,high school,standard,completed,70,71,68
28239,married,sometimes,yes,0.0,,5 - 10,female,group C,some high school,standard,none,48,62,61
28240,divorced,sometimes,no,2.0,school_bus,5 - 10,female,group B,high school,free/reduced,none,47,60,60
28241,single,regularly,yes,4.0,school_bus,< 5,female,group C,some college,free/reduced,completed,55,61,66
28242,single,regularly,no,3.0,private,5 - 10,male,group C,some college,free/reduced,none,43,39,40
28243,married,never,yes,2.0,school_bus,5 - 10,male,group D,high school,free/reduced,none,75,72,70
28244,married,sometimes,no,2.0,school_bus,> 10,male,group B,high school,free/reduced,completed,81,77,69
28245,married,regularly,no,4.0,school_bus,5 - 10,male,group D,bachelor's degree,standard,none,59,61,61
28246,married,never,no,3.0,private,5 - 10,female,group B,some high school,standard,none,77,80,80
28247,married,sometimes,yes,5.0,school_bus,< 5,male,group C,bachelor's degree,standard,none,71,65,60
28248,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,associate's degree,standard,none,82,70,71
28249,divorced,sometimes,yes,6.0,school_bus,5 - 10,female,group A,high school,standard,completed,65,71,75
28250,single,sometimes,yes,1.0,private,5 - 10,male,group C,associate's degree,standard,completed,85,82,77
28251,single,sometimes,yes,3.0,,5 - 10,female,group C,high school,free/reduced,none,37,55,53
28252,married,sometimes,yes,1.0,school_bus,< 5,male,group C,some college,standard,none,65,65,54
28253,married,regularly,no,2.0,private,5 - 10,female,group C,associate's degree,free/reduced,none,61,74,66
28254,married,sometimes,no,1.0,school_bus,5 - 10,female,group B,high school,standard,none,50,59,55
28255,married,sometimes,yes,3.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,completed,98,100,100
28256,married,sometimes,yes,2.0,school_bus,5 - 10,female,group D,master's degree,standard,none,64,69,74
28257,single,,yes,0.0,school_bus,< 5,female,group C,high school,standard,none,44,53,55
28258,divorced,regularly,yes,1.0,private,> 10,male,group C,some college,standard,completed,77,72,74
28259,divorced,sometimes,no,3.0,school_bus,< 5,female,group C,high school,free/reduced,none,46,60,52
28260,married,never,yes,0.0,private,5 - 10,male,group C,master's degree,free/reduced,completed,86,85,83
28261,married,sometimes,yes,5.0,private,5 - 10,female,group D,some high school,free/reduced,none,16,35,30
28262,single,regularly,yes,2.0,,5 - 10,male,group E,high school,standard,completed,97,84,81
28263,married,sometimes,yes,0.0,school_bus,< 5,male,group D,associate's degree,standard,completed,79,82,82
28264,single,sometimes,yes,1.0,,< 5,female,group E,high school,standard,completed,74,73,70
28265,single,,yes,5.0,school_bus,> 10,female,group B,some college,free/reduced,completed,69,88,87
28266,married,regularly,yes,3.0,school_bus,5 - 10,female,group B,high school,standard,none,83,91,86
28267,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,associate's degree,standard,completed,89,84,84
28268,divorced,sometimes,yes,1.0,school_bus,5 - 10,female,group D,some college,standard,none,78,81,88
28269,married,sometimes,yes,0.0,school_bus,5 - 10,female,group D,high school,standard,none,67,81,85
28270,married,sometimes,yes,3.0,private,5 - 10,female,group E,associate's degree,free/reduced,completed,76,83,79
28271,married,sometimes,yes,1.0,school_bus,5 - 10,male,group C,bachelor's degree,free/reduced,none,62,60,57
28272,married,regularly,no,3.0,private,5 - 10,male,group D,some college,standard,none,79,71,71
28273,,sometimes,yes,0.0,school_bus,5 - 10,male,group E,high school,free/reduced,none,44,48,43
28274,married,regularly,no,2.0,school_bus,5 - 10,male,group D,some high school,free/reduced,none,59,53,57
28275,divorced,regularly,yes,0.0,,> 10,male,group C,associate's degree,standard,none,63,57,58
28276,single,regularly,no,2.0,school_bus,< 5,male,group C,some high school,standard,completed,67,58,56
28277,divorced,sometimes,no,4.0,,5 - 10,female,group C,associate's degree,standard,completed,75,83,88
28278,divorced,sometimes,no,3.0,,5 - 10,female,group D,high school,free/reduced,completed,62,72,78
28279,married,sometimes,yes,4.0,school_bus,> 10,female,group C,high school,standard,completed,53,62,68
28280,divorced,regularly,no,5.0,school_bus,< 5,female,group C,high school,standard,none,69,88,82
28281,married,regularly,yes,1.0,private,< 5,male,group D,some college,standard,completed,76,65,74
28282,married,sometimes,yes,1.0,private,< 5,male,group E,associate's degree,standard,none,88,86,85
28283,single,regularly,no,4.0,private,< 5,female,group E,some high school,standard,none,61,79,73
28284,married,sometimes,yes,7.0,private,5 - 10,female,group B,some high school,standard,none,65,81,81
28285,married,regularly,yes,1.0,school_bus,> 10,male,group C,master's degree,standard,none,75,69,70
28286,divorced,sometimes,yes,3.0,private,5 - 10,male,group D,associate's degree,free/reduced,none,72,79,75
28287,divorced,regularly,yes,0.0,,5 - 10,male,group A,some high school,standard,none,55,52,50
28288,single,sometimes,no,3.0,private,5 - 10,male,group C,some high school,standard,completed,44,49,48
28289,married,regularly,yes,1.0,school_bus,< 5,female,group D,high school,standard,none,57,60,60
28290,single,sometimes,yes,3.0,school_bus,5 - 10,female,group E,high school,free/reduced,none,64,70,69
28291,single,sometimes,no,,school_bus,5 - 10,male,group A,high school,free/reduced,none,56,52,50
