id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
27111,married,sometimes,yes,1.0,private,5 - 10
27112,divorced,sometimes,yes,1.0,school_bus,< 5
27113,married,regularly,yes,0.0,school_bus,5 - 10
27114,,sometimes,yes,3.0,,< 5
27115,married,regularly,no,1.0,school_bus,5 - 10
27116,divorced,regularly,no,1.0,school_bus,< 5
27117,single,sometimes,no,2.0,private,5 - 10
27118,single,sometimes,yes,2.0,private,5 - 10
27119,married,sometimes,no,5.0,private,5 - 10
27120,single,sometimes,yes,,private,< 5
27121,single,regularly,no,2.0,school_bus,5 - 10
27122,divorced,regularly,yes,2.0,private,> 10
27123,married,sometimes,yes,0.0,private,5 - 10
27124,single,regularly,yes,0.0,school_bus,< 5
27125,single,sometimes,yes,3.0,school_bus,5 - 10
27126,married,regularly,no,4.0,school_bus,5 - 10
27127,married,sometimes,yes,3.0,school_bus,< 5
27128,married,sometimes,no,1.0,school_bus,< 5
27129,single,sometimes,yes,1.0,private,> 10
27130,single,sometimes,no,1.0,school_bus,5 - 10
27131,divorced,sometimes,yes,2.0,private,5 - 10
27132,married,sometimes,yes,1.0,school_bus,5 - 10
27133,married,sometimes,yes,3.0,private,5 - 10
27134,divorced,sometimes,yes,3.0,private,> 10
27135,married,sometimes,no,3.0,school_bus,5 - 10
27136,divorced,regularly,yes,3.0,private,5 - 10
27137,married,regularly,yes,0.0,school_bus,5 - 10
27138,divorced,sometimes,yes,1.0,private,5 - 10
27139,single,sometimes,yes,0.0,school_bus,< 5
27140,single,sometimes,yes,2.0,school_bus,< 5
27141,single,sometimes,yes,0.0,private,5 - 10
27142,single,sometimes,yes,5.0,private,5 - 10
27143,divorced,never,yes,3.0,,5 - 10
27144,married,regularly,yes,0.0,private,5 - 10
27145,single,regularly,yes,0.0,private,5 - 10
27146,married,sometimes,yes,,private,5 - 10
27147,married,regularly,yes,1.0,private,> 10
27148,married,sometimes,yes,1.0,private,5 - 10
27149,single,sometimes,no,1.0,private,5 - 10
27150,married,,no,3.0,private,< 5
27151,married,sometimes,no,1.0,school_bus,< 5
27152,single,regularly,yes,1.0,school_bus,< 5
27153,married,regularly,yes,6.0,private,< 5
27154,married,never,yes,,,5 - 10
27155,single,sometimes,yes,2.0,school_bus,5 - 10
27156,divorced,sometimes,yes,0.0,private,< 5
27157,married,sometimes,yes,2.0,private,5 - 10
27158,single,never,no,,private,> 10
27159,married,never,no,2.0,,5 - 10
27160,married,regularly,yes,3.0,school_bus,5 - 10
27161,married,never,yes,0.0,private,5 - 10
27162,divorced,never,yes,3.0,school_bus,> 10
27163,single,regularly,yes,4.0,private,5 - 10
27164,single,sometimes,yes,2.0,school_bus,5 - 10
27165,divorced,sometimes,no,3.0,private,< 5
27166,single,sometimes,yes,2.0,school_bus,5 - 10
27167,married,never,yes,0.0,private,5 - 10
27168,married,regularly,yes,3.0,private,> 10
27169,married,regularly,yes,2.0,school_bus,5 - 10
27170,divorced,regularly,yes,3.0,school_bus,5 - 10
27171,married,regularly,yes,0.0,school_bus,5 - 10
27172,married,regularly,yes,2.0,school_bus,5 - 10
27173,divorced,regularly,yes,3.0,private,5 - 10
27174,married,regularly,no,2.0,school_bus,5 - 10
27175,single,,yes,2.0,school_bus,5 - 10
27176,married,sometimes,no,3.0,school_bus,5 - 10
27177,widowed,sometimes,yes,1.0,school_bus,> 10
27178,married,sometimes,no,2.0,school_bus,> 10
27179,married,regularly,yes,2.0,school_bus,5 - 10
27180,married,regularly,yes,2.0,school_bus,
27181,divorced,never,no,1.0,,5 - 10
27182,married,never,yes,0.0,school_bus,< 5
27183,married,regularly,no,,school_bus,5 - 10
27184,divorced,sometimes,yes,1.0,school_bus,< 5
27185,divorced,never,yes,2.0,school_bus,5 - 10
27186,married,never,yes,2.0,school_bus,5 - 10
27187,divorced,never,yes,2.0,school_bus,< 5
27188,married,regularly,yes,0.0,school_bus,5 - 10
27189,divorced,regularly,yes,0.0,private,< 5
27190,married,sometimes,yes,,private,5 - 10
27191,married,regularly,no,1.0,school_bus,5 - 10
27192,married,regularly,yes,0.0,private,5 - 10
27193,married,sometimes,no,4.0,,> 10
27194,married,regularly,yes,1.0,school_bus,5 - 10
27195,married,,no,2.0,school_bus,5 - 10
27196,divorced,regularly,yes,4.0,private,> 10
27197,married,regularly,no,1.0,private,5 - 10
27198,married,sometimes,no,2.0,school_bus,< 5
27199,married,never,yes,0.0,school_bus,5 - 10
27200,married,regularly,yes,1.0,private,< 5
27201,married,sometimes,yes,1.0,private,> 10
27202,married,regularly,yes,1.0,private,> 10
27203,single,never,yes,1.0,private,< 5
27204,single,sometimes,yes,2.0,private,5 - 10
27205,single,sometimes,yes,4.0,school_bus,
27206,divorced,never,no,3.0,school_bus,5 - 10
27207,divorced,sometimes,no,2.0,school_bus,5 - 10
27208,married,regularly,yes,0.0,school_bus,5 - 10
27209,married,sometimes,yes,1.0,private,5 - 10
27210,married,sometimes,no,4.0,private,5 - 10
27211,married,sometimes,yes,2.0,private,5 - 10
27212,single,regularly,yes,1.0,school_bus,5 - 10
27213,divorced,sometimes,no,,private,5 - 10
27214,,sometimes,yes,1.0,school_bus,5 - 10
27215,married,never,yes,3.0,school_bus,5 - 10
27216,single,regularly,yes,4.0,,5 - 10
27217,married,sometimes,yes,0.0,school_bus,< 5
27218,married,sometimes,yes,4.0,school_bus,5 - 10
27219,single,never,no,4.0,private,5 - 10
27220,married,sometimes,yes,2.0,school_bus,
27221,married,sometimes,no,1.0,,< 5
27222,divorced,sometimes,yes,1.0,private,5 - 10
27223,married,sometimes,no,1.0,private,> 10
27224,married,regularly,yes,0.0,school_bus,5 - 10
27225,single,never,no,5.0,,< 5
27226,married,sometimes,yes,1.0,school_bus,< 5
27227,married,regularly,yes,,private,5 - 10
27228,married,regularly,yes,2.0,school_bus,< 5
27229,,never,yes,3.0,school_bus,> 10
27230,married,never,yes,3.0,school_bus,> 10
27231,married,regularly,no,2.0,school_bus,5 - 10
27232,single,never,no,3.0,private,5 - 10
27233,married,never,no,1.0,school_bus,< 5
27234,single,sometimes,yes,,private,> 10
27235,widowed,sometimes,yes,1.0,school_bus,5 - 10
27236,married,sometimes,no,4.0,private,5 - 10
27237,married,never,no,2.0,,5 - 10
27238,married,regularly,no,4.0,private,< 5
27239,single,never,yes,1.0,school_bus,
27240,married,regularly,yes,1.0,private,5 - 10
27241,single,never,yes,0.0,school_bus,5 - 10
27242,single,sometimes,yes,2.0,school_bus,5 - 10
27243,divorced,never,no,,private,5 - 10
27244,married,sometimes,yes,3.0,,5 - 10
27245,divorced,sometimes,no,1.0,school_bus,5 - 10
27246,widowed,sometimes,no,1.0,school_bus,5 - 10
27247,married,never,no,2.0,school_bus,5 - 10
27248,married,sometimes,yes,1.0,school_bus,< 5
27249,married,regularly,no,3.0,private,< 5
27250,,regularly,no,4.0,,> 10
27251,married,regularly,no,6.0,school_bus,< 5
27252,single,sometimes,yes,0.0,school_bus,
27253,married,,no,4.0,,< 5
27254,single,regularly,yes,2.0,school_bus,> 10
27255,,sometimes,yes,7.0,school_bus,5 - 10
27256,married,sometimes,yes,1.0,school_bus,5 - 10
27257,married,regularly,yes,2.0,,5 - 10
27258,married,sometimes,yes,1.0,school_bus,< 5
27259,widowed,regularly,yes,5.0,school_bus,5 - 10
27260,divorced,sometimes,yes,1.0,private,< 5
27261,single,sometimes,,0.0,,> 10
27262,married,never,yes,3.0,school_bus,5 - 10
27263,married,regularly,yes,3.0,private,5 - 10
27264,divorced,regularly,yes,1.0,,< 5
27265,single,sometimes,yes,,,< 5
27266,married,sometimes,yes,3.0,private,> 10
27267,single,never,no,4.0,private,< 5
27268,married,regularly,yes,1.0,private,5 - 10
27269,married,regularly,no,3.0,private,5 - 10
27270,divorced,sometimes,yes,0.0,,5 - 10
27271,single,sometimes,yes,1.0,private,5 - 10
27272,married,sometimes,no,1.0,private,> 10
27273,,sometimes,yes,1.0,school_bus,< 5
27274,single,regularly,no,2.0,private,5 - 10
27275,married,sometimes,yes,2.0,private,5 - 10
27276,married,sometimes,no,3.0,private,5 - 10
27277,married,sometimes,yes,3.0,school_bus,5 - 10
27278,divorced,regularly,yes,0.0,school_bus,5 - 10
27279,married,regularly,yes,1.0,school_bus,5 - 10
27280,married,sometimes,no,3.0,private,> 10
27281,,sometimes,no,3.0,school_bus,< 5
27282,divorced,sometimes,yes,3.0,school_bus,< 5
27283,married,regularly,yes,3.0,private,> 10
27284,married,regularly,yes,1.0,school_bus,5 - 10
27285,,sometimes,no,5.0,private,5 - 10
27286,single,never,no,1.0,,< 5
27287,married,regularly,yes,0.0,school_bus,5 - 10
27288,married,regularly,yes,4.0,,> 10
27289,married,never,yes,3.0,private,5 - 10
27290,married,sometimes,yes,0.0,private,> 10
27291,married,regularly,no,3.0,school_bus,5 - 10
27292,single,regularly,no,1.0,private,< 5
27293,single,sometimes,yes,1.0,private,
27294,single,sometimes,yes,1.0,school_bus,> 10
27295,single,sometimes,yes,3.0,school_bus,< 5
27296,,regularly,yes,7.0,private,5 - 10
27297,single,regularly,no,1.0,private,
27298,divorced,regularly,yes,1.0,school_bus,5 - 10
27299,divorced,sometimes,no,1.0,,< 5
27300,divorced,regularly,yes,3.0,school_bus,> 10
27301,married,sometimes,yes,0.0,private,< 5
27302,married,sometimes,yes,1.0,school_bus,< 5
27303,married,sometimes,yes,3.0,private,5 - 10
27304,married,sometimes,yes,3.0,school_bus,5 - 10
27305,married,never,yes,,school_bus,5 - 10
27306,single,regularly,yes,3.0,school_bus,5 - 10
27307,married,regularly,yes,2.0,school_bus,5 - 10
27308,single,sometimes,no,2.0,school_bus,< 5
27309,divorced,regularly,yes,2.0,school_bus,< 5
27310,married,sometimes,yes,2.0,private,5 - 10
27311,widowed,sometimes,yes,2.0,school_bus,5 - 10
27312,divorced,regularly,yes,1.0,private,5 - 10
27313,single,never,yes,1.0,school_bus,5 - 10
27314,single,sometimes,yes,4.0,school_bus,5 - 10
27315,married,sometimes,yes,0.0,private,5 - 10
27316,married,regularly,yes,3.0,private,5 - 10
27317,married,regularly,yes,2.0,private,5 - 10
27318,single,sometimes,yes,1.0,school_bus,5 - 10
27319,married,,yes,3.0,,> 10
27320,divorced,sometimes,no,6.0,school_bus,5 - 10
27321,divorced,sometimes,yes,,private,> 10
27322,married,sometimes,,1.0,private,5 - 10
27323,married,sometimes,yes,1.0,school_bus,5 - 10
27324,married,never,no,2.0,school_bus,> 10
27325,married,sometimes,yes,2.0,school_bus,> 10
27326,married,never,yes,2.0,private,
27327,married,sometimes,no,3.0,school_bus,5 - 10
27328,single,sometimes,yes,2.0,school_bus,> 10
27329,married,sometimes,no,3.0,private,5 - 10
27330,single,regularly,yes,2.0,school_bus,5 - 10
27331,married,regularly,yes,2.0,school_bus,> 10
27332,married,sometimes,yes,1.0,private,> 10
27333,married,regularly,no,1.0,private,< 5
27334,,sometimes,yes,0.0,school_bus,> 10
27335,,sometimes,yes,5.0,school_bus,5 - 10
27336,divorced,regularly,no,1.0,school_bus,5 - 10
27337,,,yes,0.0,,< 5
27338,single,never,yes,1.0,,5 - 10
27339,married,sometimes,,2.0,school_bus,5 - 10
27340,married,never,yes,2.0,school_bus,5 - 10
27341,married,sometimes,no,3.0,private,5 - 10
27342,married,sometimes,yes,2.0,private,5 - 10
27343,married,sometimes,no,5.0,school_bus,< 5
27344,divorced,never,yes,1.0,school_bus,5 - 10
27345,married,sometimes,yes,2.0,private,5 - 10
27346,married,sometimes,yes,1.0,school_bus,5 - 10
27347,married,regularly,yes,1.0,private,5 - 10
27348,married,sometimes,yes,3.0,private,> 10
27349,married,regularly,no,3.0,,< 5
27350,married,never,yes,3.0,school_bus,5 - 10
27351,married,regularly,no,4.0,private,5 - 10
27352,single,regularly,no,2.0,school_bus,< 5
27353,divorced,regularly,no,3.0,,< 5
27354,single,regularly,yes,1.0,private,5 - 10
27355,married,regularly,no,1.0,school_bus,< 5
27356,married,never,no,6.0,,> 10
27357,single,sometimes,yes,1.0,school_bus,5 - 10
27358,,never,no,1.0,school_bus,5 - 10
27359,married,regularly,yes,2.0,school_bus,5 - 10
27360,married,sometimes,no,3.0,school_bus,> 10
27361,single,regularly,yes,2.0,school_bus,> 10
27362,divorced,sometimes,no,3.0,school_bus,5 - 10
27363,single,sometimes,yes,1.0,private,5 - 10
27364,married,regularly,yes,1.0,school_bus,5 - 10
27365,married,sometimes,yes,1.0,school_bus,5 - 10
27366,single,never,no,,,< 5
27367,married,sometimes,yes,3.0,school_bus,< 5
27368,married,sometimes,no,1.0,school_bus,5 - 10
27369,married,sometimes,yes,2.0,school_bus,5 - 10
27370,married,sometimes,yes,3.0,school_bus,< 5
27371,married,sometimes,no,2.0,school_bus,5 - 10
27372,,sometimes,yes,3.0,school_bus,> 10
27373,married,regularly,yes,5.0,,5 - 10
27374,single,never,yes,2.0,school_bus,< 5
27375,married,never,yes,0.0,private,< 5
27376,married,sometimes,no,4.0,private,< 5
27377,single,sometimes,no,3.0,school_bus,< 5
27378,divorced,regularly,yes,2.0,school_bus,5 - 10
27379,married,regularly,yes,3.0,private,< 5
27380,single,never,no,4.0,,< 5
27381,single,sometimes,yes,,school_bus,5 - 10
27382,married,never,no,7.0,school_bus,< 5
27383,married,sometimes,yes,1.0,private,> 10
27384,single,sometimes,yes,5.0,school_bus,5 - 10
27385,married,regularly,yes,0.0,school_bus,< 5
27386,single,sometimes,yes,2.0,school_bus,> 10
27387,married,sometimes,no,,school_bus,< 5
27388,single,regularly,yes,7.0,school_bus,< 5
27389,divorced,sometimes,yes,2.0,school_bus,
27390,divorced,regularly,no,3.0,school_bus,5 - 10
27391,,regularly,no,4.0,private,5 - 10
27392,single,sometimes,yes,3.0,school_bus,5 - 10
27393,single,regularly,no,2.0,private,5 - 10
27394,single,sometimes,no,4.0,private,5 - 10
27395,married,never,yes,3.0,private,< 5
27396,divorced,sometimes,no,4.0,school_bus,5 - 10
27397,married,regularly,yes,1.0,,< 5
27398,divorced,regularly,yes,0.0,school_bus,5 - 10
27399,married,regularly,yes,1.0,school_bus,< 5
27400,married,sometimes,yes,2.0,private,5 - 10
27401,married,regularly,yes,4.0,private,> 10
27402,married,sometimes,yes,3.0,school_bus,5 - 10
27403,married,never,no,3.0,private,5 - 10
27404,married,never,yes,1.0,school_bus,5 - 10
27405,married,regularly,yes,1.0,school_bus,> 10
27406,single,regularly,no,2.0,school_bus,> 10
27407,single,sometimes,yes,2.0,school_bus,< 5
27408,divorced,sometimes,no,4.0,private,5 - 10
27409,divorced,sometimes,no,4.0,private,5 - 10
27410,single,sometimes,yes,2.0,private,< 5
27411,divorced,sometimes,yes,0.0,,> 10
27412,married,sometimes,yes,4.0,private,5 - 10
27413,,sometimes,yes,3.0,school_bus,5 - 10
27414,married,sometimes,yes,1.0,school_bus,5 - 10
27415,single,sometimes,no,1.0,,5 - 10
27416,single,regularly,,2.0,school_bus,> 10
27417,married,sometimes,no,1.0,school_bus,5 - 10
27418,single,regularly,yes,0.0,private,5 - 10
27419,divorced,regularly,yes,1.0,private,> 10
27420,married,sometimes,no,3.0,private,5 - 10
27421,married,sometimes,yes,6.0,private,> 10
27422,widowed,regularly,yes,2.0,private,5 - 10
27423,divorced,sometimes,no,2.0,private,< 5
27424,married,regularly,yes,2.0,private,> 10
27425,married,regularly,no,3.0,,5 - 10
27426,married,regularly,yes,3.0,private,5 - 10
27427,married,sometimes,no,2.0,private,> 10
27428,married,sometimes,yes,1.0,,< 5
27429,single,never,yes,0.0,school_bus,< 5
27430,married,regularly,yes,1.0,private,5 - 10
27431,divorced,regularly,yes,4.0,school_bus,5 - 10
27432,married,sometimes,no,3.0,school_bus,5 - 10
27433,married,regularly,no,1.0,school_bus,5 - 10
27434,married,sometimes,yes,0.0,school_bus,
27435,married,never,no,1.0,,> 10
27436,single,sometimes,no,1.0,school_bus,5 - 10
27437,married,regularly,yes,0.0,private,< 5
27438,married,regularly,no,2.0,private,5 - 10
27439,single,regularly,no,4.0,private,5 - 10
27440,single,sometimes,yes,3.0,private,> 10
27441,single,sometimes,yes,0.0,private,< 5
27442,single,never,no,1.0,school_bus,5 - 10
27443,married,sometimes,yes,5.0,school_bus,5 - 10
27444,married,regularly,yes,3.0,private,5 - 10
27445,single,sometimes,yes,1.0,school_bus,> 10
27446,single,never,no,2.0,,5 - 10
27447,divorced,sometimes,yes,3.0,school_bus,5 - 10
27448,divorced,regularly,no,1.0,school_bus,< 5
27449,married,regularly,yes,6.0,private,5 - 10
27450,single,sometimes,no,3.0,school_bus,> 10
27451,married,regularly,yes,1.0,,< 5
27452,divorced,sometimes,yes,3.0,private,< 5
27453,divorced,sometimes,yes,1.0,private,> 10
27454,single,sometimes,yes,0.0,school_bus,> 10
27455,married,sometimes,,1.0,school_bus,5 - 10
27456,single,sometimes,yes,0.0,school_bus,5 - 10
27457,single,sometimes,yes,3.0,school_bus,5 - 10
27458,married,sometimes,yes,5.0,private,< 5
27459,single,regularly,yes,3.0,private,5 - 10
27460,single,sometimes,yes,1.0,private,5 - 10
27461,married,regularly,yes,3.0,school_bus,5 - 10
27462,married,regularly,yes,1.0,school_bus,< 5
27463,married,regularly,no,,school_bus,> 10
27464,married,never,no,1.0,school_bus,> 10
27465,married,sometimes,yes,2.0,school_bus,5 - 10
27466,divorced,never,yes,2.0,school_bus,> 10
27467,married,sometimes,yes,2.0,private,< 5
27468,married,never,yes,2.0,school_bus,> 10
27469,single,sometimes,yes,0.0,school_bus,< 5
27470,married,sometimes,no,3.0,,5 - 10
27471,married,sometimes,yes,0.0,private,
27472,single,never,no,1.0,school_bus,5 - 10
27473,married,regularly,no,2.0,school_bus,< 5
27474,divorced,regularly,yes,1.0,private,5 - 10
27475,married,regularly,no,1.0,school_bus,5 - 10
27476,divorced,sometimes,yes,1.0,private,5 - 10
27477,married,sometimes,,4.0,school_bus,5 - 10
27478,married,sometimes,yes,1.0,private,
27479,married,never,yes,2.0,school_bus,< 5
27480,married,sometimes,yes,2.0,school_bus,> 10
27481,single,sometimes,yes,3.0,school_bus,5 - 10
27482,married,never,,2.0,school_bus,5 - 10
27483,married,regularly,no,7.0,school_bus,5 - 10
27484,married,sometimes,yes,4.0,school_bus,5 - 10
27485,single,sometimes,yes,0.0,,< 5
27486,divorced,,yes,1.0,,5 - 10
27487,single,regularly,yes,4.0,private,> 10
27488,single,regularly,yes,1.0,school_bus,5 - 10
27489,married,sometimes,yes,3.0,private,< 5
27490,married,sometimes,yes,2.0,school_bus,> 10
27491,single,never,no,1.0,private,5 - 10
27492,married,regularly,yes,2.0,school_bus,< 5
27493,married,regularly,yes,,school_bus,5 - 10
27494,married,sometimes,no,2.0,school_bus,< 5
27495,married,sometimes,yes,2.0,school_bus,< 5
27496,married,regularly,,3.0,private,< 5
27497,divorced,sometimes,,0.0,private,> 10
27498,married,sometimes,no,3.0,school_bus,5 - 10
27499,married,sometimes,yes,0.0,,< 5
27500,single,sometimes,no,1.0,private,5 - 10
27501,married,sometimes,no,1.0,school_bus,5 - 10
27502,single,sometimes,yes,2.0,private,5 - 10
27503,married,regularly,yes,0.0,private,> 10
27504,married,never,yes,5.0,school_bus,> 10
27505,divorced,sometimes,yes,0.0,school_bus,5 - 10
27506,married,sometimes,no,1.0,school_bus,5 - 10
27507,married,sometimes,yes,3.0,private,> 10
27508,widowed,sometimes,no,3.0,,5 - 10
27509,married,never,yes,,school_bus,5 - 10
27510,married,regularly,no,2.0,school_bus,5 - 10
27511,divorced,regularly,yes,1.0,private,> 10
27512,married,never,no,1.0,private,< 5
27513,married,sometimes,yes,5.0,school_bus,5 - 10
27514,single,sometimes,no,3.0,school_bus,< 5
27515,single,regularly,yes,1.0,private,5 - 10
27516,married,sometimes,no,1.0,private,< 5
27517,divorced,sometimes,yes,1.0,school_bus,5 - 10
27518,single,sometimes,no,3.0,,5 - 10
27519,divorced,never,yes,1.0,school_bus,< 5
27520,single,regularly,yes,5.0,school_bus,< 5
27521,married,sometimes,yes,3.0,private,5 - 10
27522,single,sometimes,no,2.0,school_bus,< 5
27523,married,sometimes,yes,,school_bus,5 - 10
27524,married,,,4.0,school_bus,> 10
27525,single,never,no,3.0,private,5 - 10
27526,married,sometimes,,3.0,school_bus,< 5
27527,divorced,sometimes,no,1.0,school_bus,5 - 10
27528,divorced,regularly,yes,6.0,,
27529,single,sometimes,yes,2.0,private,5 - 10
27530,married,sometimes,yes,2.0,,< 5
27531,single,regularly,yes,3.0,school_bus,5 - 10
27532,married,sometimes,yes,4.0,school_bus,5 - 10
27533,married,sometimes,yes,2.0,school_bus,5 - 10
27534,married,sometimes,yes,3.0,school_bus,5 - 10
27535,married,never,yes,3.0,school_bus,> 10
27536,married,regularly,yes,2.0,private,5 - 10
27537,married,sometimes,no,1.0,,> 10
27538,single,sometimes,yes,3.0,,5 - 10
27539,married,never,yes,2.0,school_bus,5 - 10
27540,single,regularly,yes,0.0,private,5 - 10
27541,married,sometimes,no,3.0,school_bus,5 - 10
27542,divorced,regularly,yes,4.0,school_bus,5 - 10
27543,married,regularly,yes,,school_bus,> 10
27544,divorced,never,yes,0.0,,5 - 10
27545,single,sometimes,yes,3.0,private,5 - 10
27546,married,never,yes,1.0,private,> 10
27547,divorced,sometimes,no,2.0,school_bus,> 10
27548,married,sometimes,no,2.0,school_bus,5 - 10
27549,married,sometimes,,1.0,private,> 10
27550,married,sometimes,yes,0.0,school_bus,5 - 10
27551,single,sometimes,no,3.0,school_bus,> 10
27552,,sometimes,no,2.0,school_bus,5 - 10
27553,divorced,sometimes,yes,3.0,private,5 - 10
27554,married,sometimes,yes,4.0,school_bus,> 10
27555,divorced,regularly,yes,4.0,school_bus,5 - 10
27556,married,sometimes,yes,3.0,private,5 - 10
27557,single,regularly,yes,3.0,private,< 5
27558,married,sometimes,yes,4.0,school_bus,5 - 10
27559,married,sometimes,yes,1.0,school_bus,5 - 10
27560,single,sometimes,no,3.0,private,< 5
27561,married,sometimes,yes,3.0,,5 - 10
27562,married,sometimes,no,5.0,school_bus,< 5
27563,married,sometimes,yes,3.0,private,< 5
27564,single,sometimes,yes,1.0,private,
27565,married,regularly,no,1.0,private,5 - 10
27566,divorced,sometimes,,1.0,,> 10
27567,,sometimes,yes,1.0,school_bus,> 10
27568,single,sometimes,yes,1.0,private,> 10
27569,divorced,sometimes,yes,2.0,school_bus,< 5
27570,single,sometimes,no,2.0,school_bus,> 10
27571,married,sometimes,yes,1.0,,5 - 10
27572,single,never,yes,4.0,,
27573,married,regularly,no,4.0,private,> 10
27574,,regularly,yes,2.0,school_bus,5 - 10
27575,married,regularly,yes,1.0,school_bus,5 - 10
27576,married,regularly,no,2.0,school_bus,5 - 10
27577,single,sometimes,no,1.0,,5 - 10
27578,married,regularly,no,4.0,school_bus,< 5
27579,married,never,yes,3.0,private,5 - 10
27580,single,never,yes,7.0,,5 - 10
27581,married,regularly,yes,1.0,school_bus,< 5
27582,widowed,sometimes,yes,1.0,,< 5
27583,married,sometimes,no,2.0,private,> 10
27584,single,regularly,yes,2.0,school_bus,5 - 10
27585,single,regularly,yes,3.0,private,5 - 10
27586,single,regularly,no,5.0,school_bus,< 5
27587,single,sometimes,yes,3.0,school_bus,5 - 10
27588,single,sometimes,no,1.0,private,5 - 10
27589,single,sometimes,yes,4.0,school_bus,5 - 10
27590,married,regularly,yes,4.0,private,5 - 10
27591,divorced,sometimes,yes,5.0,school_bus,< 5
27592,married,sometimes,yes,,school_bus,< 5
27593,single,regularly,no,4.0,private,5 - 10
27594,married,regularly,no,1.0,school_bus,< 5
27595,widowed,,yes,1.0,private,5 - 10
27596,married,regularly,yes,1.0,school_bus,> 10
27597,,regularly,no,2.0,school_bus,5 - 10
27598,,sometimes,yes,3.0,school_bus,< 5
27599,married,,no,2.0,private,5 - 10
27600,married,regularly,yes,1.0,school_bus,5 - 10
27601,divorced,never,yes,4.0,school_bus,5 - 10
27602,single,never,yes,0.0,private,> 10
27603,married,regularly,yes,1.0,school_bus,5 - 10
27604,married,sometimes,yes,1.0,school_bus,5 - 10
27605,married,,yes,0.0,school_bus,5 - 10
27606,single,sometimes,no,2.0,school_bus,
27607,single,sometimes,yes,2.0,private,5 - 10
27608,married,sometimes,yes,1.0,school_bus,5 - 10
27609,single,regularly,no,3.0,school_bus,< 5
27610,divorced,regularly,yes,2.0,private,5 - 10
27611,married,,no,,school_bus,5 - 10
27612,married,regularly,yes,1.0,school_bus,5 - 10
27613,married,never,no,4.0,school_bus,< 5
27614,married,never,yes,2.0,private,< 5
27615,married,regularly,,1.0,private,5 - 10
27616,single,sometimes,no,3.0,school_bus,5 - 10
27617,single,sometimes,yes,1.0,,5 - 10
27618,married,never,no,1.0,school_bus,5 - 10
27619,married,,yes,6.0,,5 - 10
27620,single,sometimes,no,,,> 10
27621,married,sometimes,no,1.0,private,5 - 10
27622,married,never,yes,3.0,private,< 5
27623,divorced,sometimes,yes,3.0,school_bus,> 10
27624,single,regularly,no,2.0,school_bus,5 - 10
27625,single,regularly,yes,1.0,private,> 10
27626,single,never,no,1.0,,< 5
27627,married,never,yes,1.0,school_bus,5 - 10
27628,single,regularly,yes,1.0,,5 - 10
27629,married,sometimes,yes,3.0,school_bus,5 - 10
27630,married,never,yes,,school_bus,5 - 10
27631,single,regularly,yes,1.0,private,< 5
27632,single,regularly,no,2.0,private,5 - 10
27633,widowed,sometimes,yes,0.0,school_bus,5 - 10
27634,divorced,regularly,no,3.0,school_bus,< 5
27635,single,never,yes,1.0,school_bus,5 - 10
27636,married,regularly,yes,2.0,school_bus,5 - 10
27637,married,sometimes,yes,2.0,school_bus,5 - 10
27638,married,regularly,yes,1.0,school_bus,5 - 10
27639,single,regularly,yes,0.0,private,> 10
27640,married,sometimes,yes,1.0,school_bus,> 10
27641,divorced,sometimes,no,2.0,private,5 - 10
27642,married,sometimes,yes,1.0,private,5 - 10
27643,divorced,sometimes,yes,0.0,school_bus,> 10
27644,married,sometimes,no,1.0,private,5 - 10
27645,divorced,sometimes,yes,2.0,,< 5
27646,married,sometimes,yes,3.0,school_bus,5 - 10
27647,divorced,regularly,yes,2.0,private,< 5
27648,single,sometimes,no,1.0,,> 10
27649,widowed,sometimes,yes,1.0,private,5 - 10
27650,single,regularly,yes,0.0,school_bus,5 - 10
27651,married,never,,,private,5 - 10
27652,married,sometimes,no,3.0,school_bus,< 5
27653,divorced,regularly,no,1.0,private,5 - 10
27654,divorced,regularly,yes,3.0,private,5 - 10
27655,married,sometimes,no,,school_bus,5 - 10
27656,married,regularly,yes,1.0,private,5 - 10
27657,married,sometimes,no,2.0,private,< 5
27658,married,sometimes,yes,3.0,school_bus,5 - 10
27659,married,sometimes,yes,3.0,school_bus,> 10
27660,,sometimes,yes,1.0,school_bus,5 - 10
27661,divorced,sometimes,yes,1.0,private,5 - 10
27662,married,sometimes,yes,2.0,school_bus,> 10
27663,divorced,sometimes,,1.0,school_bus,5 - 10
27664,single,sometimes,yes,3.0,private,> 10
27665,divorced,sometimes,yes,1.0,private,< 5
27666,married,sometimes,no,5.0,school_bus,> 10
27667,divorced,sometimes,yes,3.0,school_bus,5 - 10
27668,married,never,yes,4.0,private,5 - 10
27669,married,sometimes,yes,2.0,private,< 5
27670,married,sometimes,no,1.0,private,< 5
27671,divorced,sometimes,no,1.0,private,5 - 10
27672,single,sometimes,yes,0.0,private,5 - 10
27673,widowed,sometimes,yes,2.0,private,5 - 10
27674,divorced,sometimes,yes,0.0,,5 - 10
27675,single,regularly,yes,2.0,private,> 10
27676,married,regularly,yes,1.0,private,5 - 10
27677,married,,yes,4.0,private,< 5
27678,married,sometimes,no,3.0,school_bus,5 - 10
27679,single,sometimes,no,1.0,school_bus,< 5
27680,married,sometimes,yes,3.0,private,5 - 10
